name,abbreviation,address,area,city,state,zip,phone,latitude,longitude,procedure,cost,website,fake_data
Mesa Dental,Mesa,7625 Mesa College Dr,Clairemont,San Diego,CA,92111,(858) 877-9540,32.800802,-117.157321,Porcelain Crown,1010,https://mesadentalsd.com/,Mock Data
Smile Builders,Smile Builders,Av Revolucion 993,Zona Centro,Tijuana,Baja California,22000,(619) 259-6751,32.526848,-117.036049,Adult Cleaning,45,https://smilebuilders.net/,Actual Data
Smile Builders,Smile Builders,Av Revolucion 993,Zona Centro,Tijuana,Baja California,22000,(619) 259-6751,32.526848,-117.036049,Composite Filling,75,https://smilebuilders.net/,Actual Data
Smile Builders,Smile Builders,Av Revolucion 993,Zona Centro,Tijuana,Baja California,22000,(619) 259-6751,32.526848,-117.036049,Extraction,80,https://smilebuilders.net/,Actual Data
Smile Builders,Smile Builders,Av Revolucion 993,Zona Centro,Tijuana,Baja California,22000,(619) 259-6751,32.526848,-117.036049,Root Canal,400,https://smilebuilders.net/,Actual Data
Smile Builders,Smile Builders,Av Revolucion 993,Zona Centro,Tijuana,Baja California,22000,(619) 259-6751,32.526848,-117.036049,Porcelain Crown,550,https://smilebuilders.net/,Actual Data
Dr Ignacio de la Vega,Vega,Calle Emiliano Zapata 1717,Zona Centro,Tijuana,Baja California,22000,(619) 399-3538,32.480226,-117.015894,Adult Cleaning,40,http://www.drdelavega.com/,Mock Data
Dr Ignacio de la Vega,Vega,Calle Emiliano Zapata 1717,Zona Centro,Tijuana,Baja California,22000,(619) 399-3538,32.480226,-117.015894,Composite Filling,65,http://www.drdelavega.com/,Mock Data
Dr Ignacio de la Vega,Vega,Calle Emiliano Zapata 1717,Zona Centro,Tijuana,Baja California,22000,(619) 399-3538,32.480226,-117.015894,Extraction,85,http://www.drdelavega.com/,Mock Data
Dr Ignacio de la Vega,Vega,Calle Emiliano Zapata 1717,Zona Centro,Tijuana,Baja California,22000,(619) 399-3538,32.480226,-117.015894,Root Canal,260,http://www.drdelavega.com/,Mock Data
Dr Ignacio de la Vega,Vega,Calle Emiliano Zapata 1717,Zona Centro,Tijuana,Baja California,22000,(619) 399-3538,32.480226,-117.015894,Porcelain Crown,475,http://www.drdelavega.com/,Mock Data
Advanced Smiles Dentistry,Adv Smiles,German Gedovius 10489,Zona Rio,Tijuana,Baja California,22010,(619) 488-1557,32.519606,-117.011157,Adult Cleaning,40,https://advancedsmilesdentistry.com/,Actual Data
Advanced Smiles Dentistry,Adv Smiles,German Gedovius 10489,Zona Rio,Tijuana,Baja California,22010,(619) 488-1557,32.519606,-117.011157,Composite Filling,40,https://advancedsmilesdentistry.com/,Actual Data
Advanced Smiles Dentistry,Adv Smiles,German Gedovius 10489,Zona Rio,Tijuana,Baja California,22010,(619) 488-1557,32.519606,-117.011157,Extraction,90,https://advancedsmilesdentistry.com/,Actual Data
Advanced Smiles Dentistry,Adv Smiles,German Gedovius 10489,Zona Rio,Tijuana,Baja California,22010,(619) 488-1557,32.519606,-117.011157,Root Canal,250,https://advancedsmilesdentistry.com/,Actual Data
Advanced Smiles Dentistry,Adv Smiles,German Gedovius 10489,Zona Rio,Tijuana,Baja California,22010,(619) 488-1557,32.519606,-117.011157,Porcelain Crown,450,https://advancedsmilesdentistry.com/,Actual Data
I Love My Dentist,Love,Av Revolucion 868,Zona Centro,Tijuana,Baja California,22000,(619) 452-2823,32.526848,-117.036049,Adult Cleaning,45,https://ilovemydentist.com.mx/,Actual Data
I Love My Dentist,Love,Av Revolucion 868,Zona Centro,Tijuana,Baja California,22000,(619) 452-2823,32.526848,-117.036049,Composite Filling,75,https://ilovemydentist.com.mx/,Actual Data
I Love My Dentist,Love,Av Revolucion 868,Zona Centro,Tijuana,Baja California,22000,(619) 452-2823,32.526848,-117.036049,Extraction,80,https://ilovemydentist.com.mx/,Actual Data
I Love My Dentist,Love,Av Revolucion 868,Zona Centro,Tijuana,Baja California,22000,(619) 452-2823,32.526848,-117.036049,Root Canal,400,https://ilovemydentist.com.mx/,Actual Data
I Love My Dentist,Love,Av Revolucion 868,Zona Centro,Tijuana,Baja California,22000,(619) 452-2823,32.526848,-117.036049,Porcelain Crown,395,https://ilovemydentist.com.mx/,Actual Data
Washington Dental Clinic,Washington,Av Revolucion 1673,Zona Centro,Tijuana,Baja California,22000,(619) 308-7098,32.526848,-117.036049,Adult Cleaning,50,http://washingtondentalclinics.com/,Actual Data
Washington Dental Clinic,Washington,Av Revolucion 1673,Zona Centro,Tijuana,Baja California,22000,(619) 308-7098,32.526848,-117.036049,Composite Filling,40,http://washingtondentalclinics.com/,Actual Data
Washington Dental Clinic,Washington,Av Revolucion 1673,Zona Centro,Tijuana,Baja California,22000,(619) 308-7098,32.526848,-117.036049,Extraction,40,http://washingtondentalclinics.com/,Actual Data
Washington Dental Clinic,Washington,Av Revolucion 1673,Zona Centro,Tijuana,Baja California,22000,(619) 308-7098,32.526848,-117.036049,Root Canal,275,http://washingtondentalclinics.com/,Actual Data
Washington Dental Clinic,Washington,Av Revolucion 1673,Zona Centro,Tijuana,Baja California,22000,(619) 308-7098,32.526848,-117.036049,Porcelain Crown,275,http://washingtondentalclinics.com/,Actual Data
Liberty Dental Clinic,Liberty,Calle Benito Juarez 2da 2273,Zona Centro,Tijuana,Baja California,22000,(619) 319-8892,32.535822,-117.032179,Adult Cleaning,40,http://libertydentaltijuana.com/,Actual Data
Liberty Dental Clinic,Liberty,Calle Benito Juarez 2da 2273,Zona Centro,Tijuana,Baja California,22000,(619) 319-8892,32.535822,-117.032179,Composite Filling,39,http://libertydentaltijuana.com/,Actual Data
Liberty Dental Clinic,Liberty,Calle Benito Juarez 2da 2273,Zona Centro,Tijuana,Baja California,22000,(619) 319-8892,32.535822,-117.032179,Extraction,45,http://libertydentaltijuana.com/,Actual Data
Liberty Dental Clinic,Liberty,Calle Benito Juarez 2da 2273,Zona Centro,Tijuana,Baja California,22000,(619) 319-8892,32.535822,-117.032179,Root Canal,250,http://libertydentaltijuana.com/,Actual Data
Liberty Dental Clinic,Liberty,Calle Benito Juarez 2da 2273,Zona Centro,Tijuana,Baja California,22000,(619) 319-8892,32.535822,-117.032179,Porcelain Crown,225,http://libertydentaltijuana.com/,Actual Data
Dental Alvarez,Alvarez,Av Mision de Loreto 3045,Zona Rio,Tijuana,Baja California,22320,(619) 734-0233,32.52055,-116.973236,Adult Cleaning,50,https://dentalalvarez.com/,Actual Data
Dental Alvarez,Alvarez,Av Mision de Loreto 3045,Zona Rio,Tijuana,Baja California,22320,(619) 734-0233,32.52055,-116.973236,Composite Filling,60,https://dentalalvarez.com/,Actual Data
Dental Alvarez,Alvarez,Av Mision de Loreto 3045,Zona Rio,Tijuana,Baja California,22320,(619) 734-0233,32.52055,-116.973236,Extraction,60,https://dentalalvarez.com/,Actual Data
Dental Alvarez,Alvarez,Av Mision de Loreto 3045,Zona Rio,Tijuana,Baja California,22320,(619) 734-0233,32.52055,-116.973236,Root Canal,275,https://dentalalvarez.com/,Actual Data
Dental Alvarez,Alvarez,Av Mision de Loreto 3045,Zona Rio,Tijuana,Baja California,22320,(619) 734-0233,32.52055,-116.973236,Porcelain Crown,300,https://dentalalvarez.com/,Actual Data
Tijuana Clinic for Cosmetic Dentistry,TJ Clinic,Dr Atl 2084,Zona Rio,Tijuana,Baja California,22010,(619) 971-2297,32.524827,-117.014099,Adult Cleaning,40,https://www.tccdentistry.com/,Mock Data
Tijuana Clinic for Cosmetic Dentistry,TJ Clinic,Dr Atl 2084,Zona Rio,Tijuana,Baja California,22010,(619) 971-2297,32.524827,-117.014099,Composite Filling,50,https://www.tccdentistry.com/,Mock Data
Tijuana Clinic for Cosmetic Dentistry,TJ Clinic,Dr Atl 2084,Zona Rio,Tijuana,Baja California,22010,(619) 971-2297,32.524827,-117.014099,Extraction,80,https://www.tccdentistry.com/,Mock Data
Tijuana Clinic for Cosmetic Dentistry,TJ Clinic,Dr Atl 2084,Zona Rio,Tijuana,Baja California,22010,(619) 971-2297,32.524827,-117.014099,Root Canal,300,https://www.tccdentistry.com/,Mock Data
Tijuana Clinic for Cosmetic Dentistry,TJ Clinic,Dr Atl 2084,Zona Rio,Tijuana,Baja California,22010,(619) 971-2297,32.524827,-117.014099,Porcelain Crown,350,https://www.tccdentistry.com/,Mock Data
Odontologia Integral de Mexico,Odontologia,Josefa Ortiz de Dominguez 1310,Zona Rio,Tijuana,Baja California,22010,6646829464,32.522908,-117.045351,Adult Cleaning,45,http://www.bajadentistry.com/,Mock Data
Odontologia Integral de Mexico,Odontologia,Josefa Ortiz de Dominguez 1310,Zona Rio,Tijuana,Baja California,22010,6646829464,32.522908,-117.045351,Composite Filling,45,http://www.bajadentistry.com/,Mock Data
Odontologia Integral de Mexico,Odontologia,Josefa Ortiz de Dominguez 1310,Zona Rio,Tijuana,Baja California,22010,6646829464,32.522908,-117.045351,Extraction,75,http://www.bajadentistry.com/,Mock Data
Odontologia Integral de Mexico,Odontologia,Josefa Ortiz de Dominguez 1310,Zona Rio,Tijuana,Baja California,22010,6646829464,32.522908,-117.045351,Root Canal,275,http://www.bajadentistry.com/,Mock Data
Odontologia Integral de Mexico,Odontologia,Josefa Ortiz de Dominguez 1310,Zona Rio,Tijuana,Baja California,22010,6646829464,32.522908,-117.045351,Porcelain Crown,400,http://www.bajadentistry.com/,Mock Data
American Bio-Dental Center,Bio-Dental,Blvd Agua Caliente 4558,La Chapu,Tijuana,Baja California,22420,(877) 207-0824,32.512397,-117.002315,Adult Cleaning,35,https://americanbiodental.com/,Actual Data
American Bio-Dental Center,Bio-Dental,Blvd Agua Caliente 4558,La Chapu,Tijuana,Baja California,22420,(877) 207-0824,32.512397,-117.002315,Composite Filling,75,https://americanbiodental.com/,Actual Data
American Bio-Dental Center,Bio-Dental,Blvd Agua Caliente 4558,La Chapu,Tijuana,Baja California,22420,(877) 207-0824,32.512397,-117.002315,Extraction,200,https://americanbiodental.com/,Actual Data
American Bio-Dental Center,Bio-Dental,Blvd Agua Caliente 4558,La Chapu,Tijuana,Baja California,22420,(877) 207-0824,32.512397,-117.002315,Root Canal,0,https://americanbiodental.com/,Actual Data
American Bio-Dental Center,Bio-Dental,Blvd Agua Caliente 4558,La Chapu,Tijuana,Baja California,22420,(877) 207-0824,32.512397,-117.002315,Porcelain Crown,550,https://americanbiodental.com/,Actual Data
